"ID","session","trial","condition","correct"
"11","1",28,"4",0.555555555555556
"11","1",29,"3",1
"11","1",30,"5",1
"12","1",1,"3",0.777777777777778
"12","1",2,"4",0.777777777777778
"12","1",3,"2",0.777777777777778
"12","1",4,"5",0.777777777777778
"12","1",5,"1",0.777777777777778
"12","1",6,"2",0.777777777777778
"12","1",7,"4",0.777777777777778
"12","1",8,"1",0.777777777777778
"12","1",9,"3",1
"12","1",10,"5",1
"12","1",11,"4",1
"12","1",12,"1",1
"12","1",13,"5",1
"12","1",14,"2",0.666666666666667
"12","1",15,"3",1
"12","1",16,"5",1
"12","1",17,"1",1
"12","1",18,"2",1
"12","1",19,"3",0.444444444444444
"12","1",20,"4",1
"12","1",21,"4",1
"12","1",22,"5",1
"12","1",23,"1",1
"12","1",24,"2",1
"12","1",25,"3",1
"12","1",26,"2",1
"12","1",27,"4",1
"12","1",28,"3",1
"12","1",29,"5",1
"12","1",30,"1",1
"13","1",1,"1",0.777777777777778
"13","1",2,"2",1
"13","1",3,"4",1
"13","1",4,"3",0.666666666666667
"13","1",5,"5",1
"13","1",6,"3",0.777777777777778
"13","1",7,"2",1
"13","1",8,"4",0.333333333333333
"13","1",9,"5",1
"13","1",10,"1",1
"13","1",11,"5",0.777777777777778
"13","1",12,"1",1
"13","1",13,"4",0.777777777777778
"13","1",14,"3",1
"13","1",15,"2",1
"13","1",16,"5",1
"13","1",17,"1",1
"13","1",18,"4",1
"13","1",19,"3",1
"13","1",20,"2",0.333333333333333
"13","1",21,"5",1
"13","1",22,"4",1
"13","1",23,"2",1
"13","1",24,"3",0
"13","1",25,"1",0.777777777777778
"13","1",26,"3",0.777777777777778
"13","1",27,"4",1
"13","1",28,"1",0.555555555555556
"13","1",29,"5",0.666666666666667
"13","1",30,"2",1
"14","1",1,"4",0.777777777777778
"14","1",2,"1",0.444444444444444
"14","1",3,"2",1
"14","1",4,"5",0.333333333333333
"14","1",5,"3",0.222222222222222
"14","1",6,"5",0.333333333333333
"14","1",7,"3",0.777777777777778
"14","1",8,"1",0.777777777777778
"14","1",9,"2",0.444444444444444
"14","1",10,"4",0.444444444444444
"14","1",11,"3",0.555555555555556
"14","1",12,"4",0.333333333333333
"14","1",13,"1",1
"14","1",14,"2",0.555555555555556
"14","1",15,"5",0.666666666666667
"14","1",16,"2",0.777777777777778
"14","1",17,"3",0.777777777777778
"14","1",18,"4",0.777777777777778
"14","1",19,"5",0.444444444444444
"14","1",20,"1",1
"14","1",21,"4",0.777777777777778
"14","1",22,"5",1
"14","1",23,"2",0.333333333333333
"14","1",24,"3",0.666666666666667
"14","1",25,"1",1
"14","1",26,"5",0.555555555555556
"14","1",27,"4",0.777777777777778
"14","1",28,"1",0.777777777777778
"14","1",29,"2",0.777777777777778
"14","1",30,"3",1
"15","1",1,"5",0.666666666666667
"15","1",2,"4",0.777777777777778
"15","1",3,"2",0.555555555555556
"15","1",4,"1",0.666666666666667
"15","1",5,"3",0.555555555555556
"15","1",6,"2",1
"15","1",7,"1",0.777777777777778
"15","1",8,"5",0.555555555555556
"15","1",9,"3",1
"15","1",10,"4",0.666666666666667
"15","1",11,"1",0.777777777777778
"15","1",12,"5",0.777777777777778
"15","1",13,"2",0.777777777777778
"15","1",14,"3",1
"15","1",15,"4",1
"15","1",16,"3",1
"15","1",17,"5",0.666666666666667
"15","1",18,"1",1
"15","1",19,"4",0.777777777777778
"15","1",20,"2",1
"15","1",21,"2",1
"15","1",22,"3",1
"15","1",23,"4",1
"15","1",24,"1",1
"15","1",25,"5",0.777777777777778
"15","1",26,"2",0.666666666666667
"15","1",27,"1",0.777777777777778
"15","1",28,"3",1
"15","1",29,"4",0.666666666666667
"15","1",30,"5",1
"16","1",1,"2",0.444444444444444
"16","1",2,"3",0.777777777777778
"16","1",3,"1",1
"16","1",4,"5",1
"16","1",5,"4",1
"16","1",6,"3",0.666666666666667
"16","1",7,"4",0.111111111111111
"16","1",8,"2",0.111111111111111
"16","1",9,"1",1
"16","1",10,"5",0.333333333333333
"16","1",11,"1",1
"16","1",12,"5",0.777777777777778
"16","1",13,"3",0.777777777777778
"16","1",14,"4",0.333333333333333
"16","1",15,"2",0.777777777777778
"16","1",16,"3",0.666666666666667
"16","1",17,"1",0.777777777777778
"16","1",18,"4",0.777777777777778
"16","1",19,"2",0.222222222222222
"16","1",20,"5",0.777777777777778
"16","1",21,"2",1
"16","1",22,"1",1
"16","1",23,"3",1
"16","1",24,"5",1
"16","1",25,"4",0.777777777777778
"16","1",26,"5",1
"16","1",27,"3",0.777777777777778
"16","1",28,"1",0.777777777777778
"16","1",29,"2",0.555555555555556
"16","1",30,"4",0.777777777777778
"17","1",1,"2",0.777777777777778
"17","1",2,"1",0.777777777777778
"17","1",3,"3",0.666666666666667
"17","1",4,"5",0.111111111111111
"17","1",5,"4",0.555555555555556
"17","1",6,"3",0.222222222222222
"17","1",7,"5",0.777777777777778
"17","1",8,"2",1
"17","1",9,"1",0.555555555555556
"17","1",10,"4",0.444444444444444
"17","1",11,"2",0.111111111111111
"17","1",12,"4",0.111111111111111
"17","1",13,"5",0.555555555555556
"17","1",14,"1",0.777777777777778
"17","1",15,"3",0.555555555555556
"17","1",16,"2",0.444444444444444
"17","1",17,"1",0.777777777777778
"17","1",18,"5",0.333333333333333
"17","1",19,"3",0.777777777777778
"17","1",20,"4",0.222222222222222
"17","1",21,"1",0.777777777777778
"17","1",22,"4",0.444444444444444
"17","1",23,"3",0.444444444444444
"17","1",24,"5",0.777777777777778
"17","1",25,"2",0.555555555555556
"17","1",26,"5",0.222222222222222
"17","1",27,"4",0.666666666666667
"17","1",28,"2",0.333333333333333
"17","1",29,"3",0.777777777777778
"17","1",30,"1",1
"18","1",1,"3",0.555555555555556
"18","1",2,"2",0.555555555555556
"18","1",3,"4",0.777777777777778
"18","1",4,"5",0.555555555555556
"18","1",5,"1",0.555555555555556
"18","1",6,"2",0.444444444444444
"18","1",7,"3",0.777777777777778
"18","1",8,"1",0.444444444444444
"18","1",9,"5",0.444444444444444
"18","1",10,"4",0.555555555555556
"18","1",11,"2",0.777777777777778
"18","1",12,"3",0.777777777777778
"18","1",13,"5",0.444444444444444
"18","1",14,"4",0.777777777777778
"18","1",15,"1",1
"18","1",16,"2",0.777777777777778
"18","1",17,"5",1
"18","1",18,"4",0.666666666666667
"18","1",19,"1",0.333333333333333
"18","1",20,"3",0.666666666666667
"18","1",21,"2",0.777777777777778
"18","1",22,"3",1
"18","1",23,"4",0.777777777777778
"18","1",24,"5",0.444444444444444
"18","1",25,"1",0.777777777777778
"18","1",26,"5",0.555555555555556
"18","1",27,"1",1
"18","1",28,"4",0.333333333333333
"18","1",29,"3",0.777777777777778
"18","1",30,"2",0.666666666666667
"19","1",1,"2",0.444444444444444
"19","1",2,"5",0.333333333333333
"19","1",3,"4",0.444444444444444
"19","1",4,"3",0.555555555555556
"19","1",5,"1",0.666666666666667
"19","1",6,"3",0.666666666666667
"19","1",7,"5",0.444444444444444
"19","1",8,"4",0.555555555555556
"19","1",9,"2",0.666666666666667
"19","1",10,"1",0.777777777777778
"19","1",11,"3",0.555555555555556
"19","1",12,"5",0
"19","1",13,"2",0.111111111111111
"19","1",14,"1",0.555555555555556
"19","1",15,"4",1
"19","1",16,"5",0.111111111111111
"19","1",17,"2",0
"19","1",18,"3",0.333333333333333
"19","1",19,"4",0.333333333333333
"19","1",20,"1",0
"19","1",21,"3",0.777777777777778
"19","1",22,"1",0
"19","1",23,"4",0.222222222222222
"19","1",24,"2",0.111111111111111
"19","1",25,"5",0.111111111111111
"19","1",26,"2",0.222222222222222
"19","1",27,"3",0.444444444444444
"19","1",28,"1",0.111111111111111
"19","1",29,"4",0.333333333333333
"19","1",30,"5",0.333333333333333
"20","1",1,"1",0.666666666666667
"20","1",2,"4",0.333333333333333
"20","1",3,"2",0.555555555555556
"20","1",4,"3",0.333333333333333
"20","1",5,"5",0
"20","1",6,"4",0.777777777777778
"20","1",7,"2",1
"20","1",8,"5",0.666666666666667
"20","1",9,"3",0.444444444444444
"20","1",10,"1",0.777777777777778
"20","1",11,"5",0.666666666666667
"20","1",12,"1",0.777777777777778
"20","1",13,"3",0.666666666666667
"20","1",14,"2",0.666666666666667
"20","1",15,"4",0.777777777777778
"20","1",16,"2",1
"20","1",17,"5",0.111111111111111
"20","1",18,"4",1
"20","1",19,"3",0.666666666666667
"20","1",20,"1",1
"20","1",21,"4",0.777777777777778
"20","1",22,"5",0.777777777777778
"20","1",23,"3",1
"20","1",24,"2",1
"20","1",25,"1",1
"20","1",26,"3",0.666666666666667
"20","1",27,"1",1
"20","1",28,"5",1
"20","1",29,"4",0.777777777777778
"20","1",30,"2",1
"21","1",1,"3",0.444444444444444
"21","1",2,"1",0.444444444444444
"21","1",3,"4",0.222222222222222
"21","1",4,"5",0.222222222222222
"21","1",5,"2",0.444444444444444
"21","1",6,"4",0.111111111111111
"21","1",7,"1",0
"21","1",8,"2",0.444444444444444
"21","1",9,"3",0.555555555555556
"21","1",10,"5",0.444444444444444
"21","1",11,"3",0.777777777777778
"21","1",12,"4",0.777777777777778
"21","1",13,"5",0.444444444444444
"21","1",14,"1",0.444444444444444
"21","1",15,"2",0.111111111111111
"21","1",16,"1",0.222222222222222
"21","1",17,"5",0.333333333333333
"21","1",18,"4",0.666666666666667
"21","1",19,"2",0
"21","1",20,"3",0.111111111111111
"21","1",21,"5",0.555555555555556
"21","1",22,"1",0.555555555555556
"21","1",23,"3",0.444444444444444
"21","1",24,"4",0.444444444444444
"21","1",25,"2",0.777777777777778
"21","1",26,"4",0.444444444444444
"21","1",27,"5",0.333333333333333
"21","1",28,"2",0.777777777777778
"21","1",29,"1",0.222222222222222
"21","1",30,"3",0.555555555555556
"22","1",1,"4",0.444444444444444
"22","1",2,"2",0.777777777777778
"22","1",3,"5",0.555555555555556
"22","1",4,"3",1
"22","1",5,"1",1
"22","1",6,"5",0.777777777777778
"22","1",7,"3",1
"22","1",8,"1",0.666666666666667
"22","1",9,"4",0.555555555555556
"22","1",10,"2",1
"22","1",11,"5",0.777777777777778
"22","1",12,"4",0.555555555555556
"22","1",13,"1",0.777777777777778
"22","1",14,"3",0.555555555555556
"22","1",15,"2",0.777777777777778
"22","1",16,"4",0.444444444444444
"22","1",17,"5",0.666666666666667
"22","1",18,"2",0.555555555555556
"22","1",19,"1",1
"22","1",20,"3",1
"22","1",21,"5",1
"22","1",22,"3",0.777777777777778
"22","1",23,"1",1
"22","1",24,"4",0.333333333333333
"22","1",25,"2",0.777777777777778
"22","1",26,"5",0.666666666666667
"22","1",27,"1",1
"22","1",28,"4",1
"22","1",29,"3",1
"22","1",30,"2",0.777777777777778
"23","1",1,"5",0.555555555555556
"23","1",2,"3",0.111111111111111
"23","1",3,"1",1
"23","1",4,"2",0.777777777777778
"23","1",5,"4",0.666666666666667
"23","1",6,"5",0.777777777777778
"23","1",7,"4",1
"23","1",8,"3",0.777777777777778
"23","1",9,"2",0.777777777777778
"23","1",10,"1",1
"23","1",11,"4",0.555555555555556
"23","1",12,"3",0.555555555555556
"23","1",13,"1",0.666666666666667
"23","1",14,"5",0.666666666666667
"23","1",15,"2",0.333333333333333
"23","1",16,"4",0.777777777777778
"23","1",17,"3",1
"23","1",18,"1",0.777777777777778
"23","1",19,"5",0.555555555555556
"23","1",20,"2",0.444444444444444
"23","1",21,"3",0.222222222222222
"23","1",22,"5",0.666666666666667
"23","1",23,"2",1
"23","1",24,"1",1
"23","1",25,"4",0.555555555555556
"23","1",26,"2",0.777777777777778
"23","1",27,"4",0.444444444444444
"23","1",28,"1",0.777777777777778
"23","1",29,"5",0.777777777777778
"23","1",30,"3",0.777777777777778
"24","1",1,"1",0.777777777777778
"24","1",2,"2",0.555555555555556
"24","1",3,"4",0.333333333333333
"24","1",4,"3",0.666666666666667
"24","1",5,"5",0.333333333333333
"24","1",6,"3",0.555555555555556
"24","1",7,"5",0.333333333333333
"24","1",8,"1",0.666666666666667
"24","1",9,"2",0.666666666666667
"24","1",10,"4",0.777777777777778
"24","1",11,"5",0.222222222222222
"24","1",12,"4",0.444444444444444
"24","1",13,"1",0.222222222222222
"24","1",14,"2",1
"24","1",15,"3",0
"24","1",16,"4",0.555555555555556
"24","1",17,"1",1
"24","1",18,"5",0.333333333333333
"24","1",19,"3",0.777777777777778
"24","1",20,"2",0.555555555555556
"24","1",21,"5",0.555555555555556
"24","1",22,"2",0.555555555555556
"24","1",23,"3",0.777777777777778
"24","1",24,"1",1
"24","1",25,"4",0.111111111111111
"24","1",26,"2",1
"24","1",27,"5",0.555555555555556
"24","1",28,"1",0.777777777777778
"24","1",29,"3",1
"24","1",30,"4",0.777777777777778
"25","1",1,"1",1
"25","1",2,"3",1
"25","1",3,"2",1
"25","1",4,"4",1
"25","1",5,"5",1
"25","1",6,"4",1
"25","1",7,"3",1
"25","1",8,"1",1
"25","1",9,"2",1
"25","1",10,"5",1
"25","1",11,"4",1
"25","1",12,"3",1
"25","1",13,"1",1
"25","1",14,"2",1
"25","1",15,"5",1
"25","1",16,"4",1
"25","1",17,"3",1
"25","1",18,"2",1
"25","1",19,"5",0.777777777777778
"25","1",20,"1",1
"25","1",21,"2",1
"25","1",22,"1",1
"25","1",23,"4",1
"25","1",24,"5",1
"25","1",25,"3",1
"25","1",26,"2",1
"25","1",27,"1",1
"25","1",28,"5",1
"25","1",29,"3",1
"25","1",30,"4",0.777777777777778
"26","1",1,"3",0.777777777777778
"26","1",2,"5",0.555555555555556
"26","1",3,"2",0.555555555555556
"26","1",4,"4",0.777777777777778
"26","1",5,"1",0.777777777777778
"26","1",6,"2",0.777777777777778
"26","1",7,"5",0.777777777777778
"26","1",8,"4",0.777777777777778
"26","1",9,"1",0.777777777777778
"26","1",10,"3",1
"26","1",11,"1",0.777777777777778
"26","1",12,"3",0.777777777777778
"26","1",13,"4",0.777777777777778
"26","1",14,"5",0.777777777777778
"26","1",15,"2",0.777777777777778
"26","1",16,"4",0.777777777777778
"26","1",17,"3",1
"26","1",18,"1",0.777777777777778
"26","1",19,"5",0.777777777777778
"26","1",20,"2",0.777777777777778
"26","1",21,"3",0.777777777777778
"26","1",22,"5",0.666666666666667
"26","1",23,"1",0.777777777777778
"26","1",24,"4",1
"26","1",25,"2",0.777777777777778
"26","1",26,"3",1
"26","1",27,"4",0.777777777777778
"26","1",28,"5",0.777777777777778
"26","1",29,"2",0.777777777777778
"26","1",30,"1",0.777777777777778
"27","1",1,"3",0.333333333333333
"27","1",2,"5",0.222222222222222
"27","1",3,"1",0.555555555555556
"27","1",4,"4",0.444444444444444
"27","1",5,"2",0
"27","1",6,"4",0.777777777777778
"27","1",7,"1",0.555555555555556
"27","1",8,"5",0.555555555555556
"27","1",9,"3",1
"27","1",10,"2",0.111111111111111
"27","1",11,"5",0.555555555555556
"27","1",12,"2",0.666666666666667
"27","1",13,"3",0.666666666666667
"27","1",14,"1",0.333333333333333
"27","1",15,"4",0.555555555555556
"27","1",16,"1",0.555555555555556
"27","1",17,"3",0.666666666666667
"27","1",18,"4",0.444444444444444
"27","1",19,"5",0.444444444444444
"27","1",20,"2",0.222222222222222
"27","1",21,"5",0.777777777777778
"27","1",22,"2",1
"27","1",23,"1",1
"27","1",24,"3",1
"27","1",25,"4",1
"27","1",26,"3",0.666666666666667
"27","1",27,"4",0.777777777777778
"27","1",28,"1",0.111111111111111
"27","1",29,"5",1
"27","1",30,"2",0.555555555555556
"28","1",1,"2",0.111111111111111
"28","1",2,"4",0.222222222222222
"28","1",3,"1",0.444444444444444
"28","1",4,"3",0.666666666666667
"28","1",5,"5",0.111111111111111
"28","1",6,"1",0.777777777777778
"28","1",7,"3",0.555555555555556
"28","1",8,"4",0.777777777777778
"28","1",9,"2",0.444444444444444
"28","1",10,"5",0.777777777777778
"28","1",11,"1",0.222222222222222
"28","1",12,"5",0.666666666666667
"28","1",13,"3",0.555555555555556
"28","1",14,"4",0.333333333333333
"28","1",15,"2",0.777777777777778
"28","1",16,"4",0.777777777777778
"28","1",17,"3",0.111111111111111
"28","1",18,"5",0.666666666666667
"28","1",19,"2",0.222222222222222
"28","1",20,"1",0.555555555555556
"28","1",21,"5",0.777777777777778
"28","1",22,"3",0.222222222222222
"28","1",23,"2",0.444444444444444
"28","1",24,"1",0.111111111111111
"28","1",25,"4",0.666666666666667
"28","1",26,"5",0.222222222222222
"28","1",27,"3",0.777777777777778
"28","1",28,"2",0.777777777777778
"28","1",29,"4",0.777777777777778
"28","1",30,"1",0.333333333333333
"29","1",1,"3",0.333333333333333
"29","1",2,"1",0.111111111111111
"29","1",3,"2",0.555555555555556
"29","1",4,"5",0.555555555555556
"29","1",5,"4",0.111111111111111
"29","1",6,"3",0.777777777777778
"29","1",7,"2",0.666666666666667
"29","1",8,"5",0.666666666666667
"29","1",9,"1",0.777777777777778
"29","1",10,"4",0.777777777777778
"29","1",11,"3",0.666666666666667
"29","1",12,"5",0.555555555555556
"29","1",13,"4",0.444444444444444
"29","1",14,"2",0.444444444444444
"29","1",15,"1",0.777777777777778
"29","1",16,"5",0.666666666666667
"29","1",17,"3",0.777777777777778
"29","1",18,"1",0.777777777777778
"29","1",19,"2",0.666666666666667
"29","1",20,"4",0.777777777777778
"29","1",21,"3",0.666666666666667
"29","1",22,"1",0.666666666666667
